City	Country	Continent	Category	Sub-Category	Action Type	Action Name	Year	Action description	Source(s)	Link(s)	GCOM ID	CDP Account number	Character count of description	description usability
West Palm Beach	USA	North America	Private Transport		Transportation demand management		2017	The City plans to implement transportation demand programs and mobility study recommendations.	CDP			55801	94	
West Palm Beach	USA	North America	Buildings		Building performance rating and reporting		2017	The City plans to implement voluntary rating and disclosure for commercial buildings.	CDP			55801	85	
West Palm Beach	USA	North America	Buildings		Switching to low-carbon fuels		2017	The City will be purchasing additional EVs and charging stations (public and non-public).	CDP			55801	89	
West Palm Beach	USA	North America	Buildings		Energy efficiency/ retrofit measures		2017	The Office of Sustainability distributes energy efficiency products to residents and businesses at City events.	CDP			55801	111	
West Palm Beach	USA	North America	Outdoor Lighting		LED / CFL / other luminaire technologies		2017	We plan to upgrade additional street lights and the Office of Sustainability distributes LED lighting at events for residents and businesses.	CDP			55801	141	
West Palm Beach	USA	North America	Mass Transit		Smart public transport		2017	"We will be expanding the City's trolley lines to increase equitable access, and are assessing electric technologies."	CDP			55801	116	
Windsor	Canada	North America	Buildings		Carbon emissions reduction from industry		2017	"Between 2005 and 2014, industrial emissions in the City of Windsor decreased by 38%.Industrial stakeholders are contributing to the development of the Community Energy Plan.The emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July."	CDP			50578	299	
Windsor	Canada	North America	Private Transport		Awareness and education for non motorized transport		2017	Bicycle Use Master PlanBicycling Committee of CouncilSupport for Active Transportation groupsBike Safety DayThe emissions reduction number is not available at this time.	CDP			50578	169	
Windsor	Canada	North America	Private Transport		Infrastructure for non motorized transport		2017	Bike lane installation as part of the Bicycle Use Master PlanEnWin Utilities collaborating as part of Charge My Car programThe emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July.	CDP			50578	249	
Windsor	Canada	North America	Community-Scale Development		Brownfield redevelopment programs		2017	City of Windsor Brownfield Redevelopment Strategy and Community Improvement Plan.The emissions reduction number is not available at this time.	CDP			50578	142	
Windsor	Canada	North America	Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2017	City Parks Master PlanForthcoming Urban Forest Management PlanForthcoming Green Roof PolicyA tract of environmentally sensitive land was surrendered by the City for the development of the Gordie Howe International Crossing; however the Province has provided compensation land. The emissions reduction number is not available at this time	CDP			50578	337	
Windsor	Canada	North America	Food and Agriculture		Encourage sustainable food production and consumption		2017	"City policy allows for the creation of community gardens on private property. To date, 20 of the City's 27 community gardens are on private property.The emissions reduction number is not available at this time."	CDP			50578	210	
Windsor	Canada	North America	Community-Scale Development		Urban agriculture		2017	Community Gardens Policy.The emissions reduction number is not available at this time.	CDP			50578	86	
Windsor	Canada	North America	Buildings		Energy efficiency/ retrofit measures		2017	"Forthcoming, but recommendations are expected to be a component of the Community Energy Plan (i.e. the Province has granted municipalities the authority to administer Local Improvement Charges for home energy retrofits).The emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July."	CDP			50578	346	
Windsor	Canada	North America	Buildings		Building codes and standards		2017	"Forthcoming, but recommendations are expected to be a component of the Community Energy PlanThe emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July."	CDP			50578	218	
Windsor	Canada	North America	Energy Supply		Optimize traditional power/ energy production		2017	"Forthcoming, but recommendations are expected to be a component of the Community Energy PlanThe emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July."	CDP			50578	218	
Windsor	Canada	North America	Waste		Landfill management		2017	IGRS Essex-Windsor Regional Landfill Gas Capture and Destruction ProjectThe emissions reduction number is not available at this time.	CDP			50578	133	
Windsor	Canada	North America	Buildings		Switching to low-carbon fuels		2017	"Ontario's electric grid has been largely decarbonizedForthcoming Community Energy Plan will promote high-efficiency, low carbon energy utilizationThe emissions reduction number is not available at this time."	CDP			50578	207	
Windsor	Canada	North America	Energy Supply		Low or zero carbon energy supply generation		2017	"Ontario's electric grid has been largely decarbonizedLease of airport lands for development of a 50MW solar farmRooftop solar available in Windsor.The emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July.  Forthcoming Community Energy Plan will promote high-efficiency, low carbon energy utilization"	CDP			50578	368	
Windsor	Canada	North America	Buildings		On-site renewable energy generation		2017	Possibly forthcoming in Community Energy PlanThe emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July.	CDP			50578	171	
Windsor	Canada	North America	Waste		Recyclables and organics separation from other waste		2017	Red (papers) and Blue (containers) Bin recycling available throughout the City of Windsor.The emissions reduction number is not available at this time.	CDP			50578	151	
Windsor	Canada	North America	Waste		Recycling or composting collections and/or facilities		2017	Regional recycling facility processes Red and Blue Bin collectionYard waste collection is composed.The emissions reduction number is not available at this time.	CDP			50578	160	
Windsor	Canada	North America	Finance and Economic Development		Developing the green economy		2017	"Renewable energy companies such as CS Wind, Unconquered Sun and Green Sun Rising have been successful in operating in Windsor; Samsung has begun construction on a large solar field at the Windsor AirportThe emissions reduction number is not available at this time."	CDP			50578	264	
Windsor	Canada	North America	Outdoor Lighting		LED / CFL / other luminaire technologies		2017	The City has completed the conversion of traffic signal lights and street lights to LEDs. City facilities are being converted as well.The emissions reduction number is not available at this time	CDP			50578	194	
Windsor	Canada	North America	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	"The City is in the process of amending its anti-idling bylaw, which applies to all community membersTransportation will be included as a tenet of the Community Energy Plan, with recommendations to reduce fuel use.The emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July."	CDP			50578	339	
Windsor	Canada	North America	Mass Transit		Improve fuel economy and reduce CO2 from bus and/or light rail		2017	"The City of Windsor has purchased a number of hybrid buses for its transit system, and is considering fuel alternatives as the need for new bus procurement arises The emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July."	CDP			50578	289	
Windsor	Canada	North America	Water		Wastewater to energy initiatives		2017	"The City's raw sludge is current dehydrated into fertilizer pellets, but alternatives such as energy generation have been raised.The emissions reduction number is not available at this time."	CDP			50578	190	
Windsor	Canada	North America	Waste		Waste prevention policies and programs		2017	Waste audits have been undertaken in City facilities and a strategy is being formulated to increase waste diversion rateLarge ICI organizations such as the University of Windsor and Ford conduct waste audits and employ strategies to increase waste diversionThe Provincial Government has tabled the Waste Free Ontario Act.The emissions reduction number is not available at this time.	CDP			50578	382	
Windsor	Canada	North America	Mass Transit		"Improve bus infrastructure, services, and operations"		2017	Windsor transit improvements continuing. Proposals for a transit expansion to neighbouring community.  The University of Windsor has accepted an universal student bus plan.  Transit is also investigating the use of Transit Apps to support commuters.The emission reduction number is being estimated as part of the Community Energy Plan which is being deliberated in June/July.	CDP			50578	375	
Winston-Salem	USA	North America	Mass Transit		Improve fuel economy and reduce CO2 from bus and/or light rail		2017	"Currently the city is increasing its Hybrid bus fleet by 20 percent to improve fuel economy and reduce Co2 production. Average miles driven per bus annually at 34,000."	CDP			52894	167	
Wisconsin Rapids	USA	North America	Private Transport		Awareness and education for non motorized transport		2017	Created a bike share program	CDP			58867	28	
Wroclaw	Poland	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"Eg the modernization of the heating network, Installation of renewable energy sources"	CDP			54497	85	
Wroclaw	Poland	Europe	Mass Transit		"Improve bus infrastructure, services, and operations"		2017	"For example: modernization of bus, tram and railway rolling stock, Road infrastructure improvement program;"	CDP			54497	107	
Wroclaw	Poland	Europe	Buildings		Building codes and standards		2017	Modernization and improvement of energy efficiency of buildings	CDP			54497	63	
Yokohama	Japan	East Asia	Buildings		Building performance rating and reporting		2017	"CASBEE Yokohama Imposition of a requirement for emission notification on owners of structures with a floor area of 2,000 m2 or more in the city, and assessment and release of data for energy-savingperformance and other items for the buildings in suchnotifications."	CDP			31113	264	
Yokohama	Japan	East Asia	Buildings		On-site renewable energy generation		2017	Imposition of a requirement for consideration of renewable energy input on the occasion of construction of newbuildings above a certain size(solar heat)	CDP			31113	152	
Yokohama	Japan	East Asia	Buildings		On-site renewable energy generation		2017	Imposition of a requirement forconsideration of renewable energy input on the occasion of construction of new buildings above a certain size(PV)	CDP			31113	144	
Yokohama	Japan	East Asia	Outdoor Lighting		LED / CFL / other luminaire technologies		2017	Introducing Hjigh performance lighnig local into shopping area street light.	CDP			31113	76	
Yokohama	Japan	East Asia	Buildings		Carbon emissions reduction from industry		2017	Low carbon planning system	CDP			31113	26	
Yokohama	Japan	East Asia	Community-Scale Development		Urban agriculture		2017	Low-carbon storage through conditioning of the productionenvironment Promotion of energy conservation in greenhouses for agricultural production	CDP			31113	144	
Yokohama	Japan	East Asia	Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2017	Maintenance of street trees	CDP			31113	27	
Yokohama	Japan	East Asia	Community-Scale Development		Urban agriculture		2017	Promotion of saving energy for agricultural facilities (heat pump)	CDP			31113	66	
Yokohama	Japan	East Asia	Buildings		Building codes and standards		2017	Saving energy building standards	CDP			31113	32	
Yokohama	Japan	East Asia	Finance and Economic Development		Developing the green economy		2017	"Subsidies for acquisition ofgreen managementcertification by businessesengaged in port & harbortransportation, warehousing,and marine containertransportation"	CDP			31113	157	
Yokohama	Japan	East Asia	Finance and Economic Development		Developing the green economy		2017	Subsidies for investment of facilities by SMEs	CDP			31113	46	
Yokohama	Japan	East Asia	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	Subsidies ofr the cost of installation of FCV	CDP			31113	45	
Zagreb	Croatia	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	"Because the traffic is a major source of air pollution measures supporting the use of alternative fuels and forms of transport - biofuels, biogas, hybrid and electric vehicles in all modes of transport in order to reduce emissions of pollutants and greenhouse gas emissions, improving air quality of life and sustainable use of existing natural resources in conformity with the principles of ""green and sustainable development ""."	CDP			43921	429	
Zagreb	Croatia	Europe	Buildings		Carbon emissions reduction from industry		2017	"Measures to reduce the emissions are defined for road traffic, energy (small and large combustion plants, industry) and for them are defined holders."	CDP			43921	149	
Zagreb	Croatia	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	"Measures to reduce the emissions are defined for road traffic, energy (small and large combustion plants, industry) and for them are defined holders."	CDP			43921	149	
Zaragoza	Spain	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	Actuaciones y estudios para favorecer el transporte colectivo en empresas	CDP			46473	73	
Zaragoza	Spain	Europe	Finance and Economic Development		Developing the green economy		2017	"Favorecer mediante acuerdos voluntarios con el Ayuntamiento la reducción de la contaminación y el consumo de energíaClub de encuentros con la Agenda 21: auditorías, estudios y apoyo a las empresas en temas de ahorro y eficiencia energética"	CDP			46473	239	
Zaragoza	Spain	Europe	Food and Agriculture		Encourage sustainable food production and consumption		2017	Programa LIFE Huertos kilómetro 0 para favorecer los productos de proximidad.Mercado agroecológico en el mismo sentido	CDP			46473	118	
Asunción	Paraguay	Latin America	Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2017	"Gestión participativa para la conectividad,restauración y recuperación de corredores verdes yde espacios públicos de la Ciudad de Asunción ( EN PROCESO, AUN NO SE CUENTAS CON DATOS CUANTITATIVOS SOBRE LA REDUCCIÓN DE CO2)"	CDP			43969	221	
Asunción	Paraguay	Latin America	Food and Agriculture		Encourage sustainable food production and consumption		2017	"IMPLEMENTACIÓN DEL PROGRAMA AGROECOLOGÍA URABANA (IMPLEMENTADO DESDE EL 2016, AUN NO SE CUENTAS CON DATOS CUANTITATIVOS SOBRE LA REDUCCIÓN DE CO2)"	CDP			43969	146	
Bangangté	Cameroon	Africa	Community-Scale Development		Compact cities		2017		CDP			58784	0	
Dioudoubou	Senegal	Africa	Finance and Economic Development		Developing the green economy		2017	"Sensibilisation des habitants  et encouragement pour le reboissement/ respect des normes indiqué par le sommet de Paris				"	CDP			59168	123	
Dioudoubou	Senegal	Africa	Community-Scale Development		Eco-district development strategy		2017	"sensibilisation des habitants  et encouragement pour le reboissement/ s'approcher des énormes indiquées par le sommet de la COP21 de Paris						"	CDP			59168	144	
Bolzano	Italy	Europe	Private Transport		Transportation demand management		2017	"Car Sharing, common transportation of goods in the city downtown, steering traffic through meteorological forecast / data, common transportation of goods in the city downtown"	CDP			36261	174	
Bolzano	Italy	Europe	Energy Supply		Optimize traditional power/ energy production		2017	district heating	CDP			36261	16	
Bolzano	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	private building retrofit through changes to building rules.	CDP			36261	60	
Bolzano	Italy	Europe	Buildings		On-site renewable energy generation		2017	PV + Thermal Solar	CDP			36261	18	
Ferrara	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	The reduction comprise building retrofitting and instrument energy efficiency for residential and tertiary building	CDP			36286	115	
Ferrara	Italy	Europe	Finance and Economic Development		Developing the green economy		2017		CDP			36286	0	
Ferrara	Italy	Europe	Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2017		CDP			36286	0	
Ferrara	Italy	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017		CDP			36286	0	
Ferrara	Italy	Europe	Private Transport		Infrastructure for non motorized transport		2017		CDP			36286	0	
Firenze	Italy	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	e-taxi fleet/par year	CDP			36285	21	
Firenze	Italy	Europe	Energy Supply		Smart grid		2017	"smart and resilient primary and secondary stations, smart info for costumers and smart metering/par year"	CDP			36285	104	
Firenze	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"tertiary sector refurbishment (commerce and hotels), old boilers replacement, residential buildings retrofitting"	CDP			36285	112	
Genova	Italy	Europe	Other		Other		2017	(See previous page)	CDP			36262	19	
Milano	Italy	Europe	Other		Other		2017	"The city of Milan recently elaborated its SUMP (Sustainable Urban Mobility Plan), which is undergoing the Strategic Environmental Assessment Procedure. The Plan Proposal is available on the Municipality website. The SUMPS includes two groups of measures:-the actions already included in the programs of the Administrations - base scenario-the new actions defined within the SUMP - Plan ScenarioThe present actions (this row, just to be clear, includes all the actions of the base scenario, that is:- reorganisation, further development and improvement of the public transport service-works regarding cycle mobility: zone with 30 Km/hour speed limit, new bike lanes, further development of the bike sharing service, new parking infrastructures,  parking pricing policies, car sharing"	CDP			31173	782	
Padova	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"Improvement of energy efficiency in private, industrial, commercial and institutional buildings combined with a regulatory approach; transfer of the concept ""Energy efficiency plan"" to the industrial association"	CDP			36494	211	
Padova	Italy	Europe	Private Transport		Infrastructure for non motorized transport		2017	Improvement of the bicycle infrastructure as foreseen in the bicycle-masterplan	CDP			36494	79	
Milano	Italy	Europe	Other		Other		2017	"The city of Milan recently elaborated its SUMP (Sustainable Urban Mobility Plan). The Plan was adopted by the City Council and the SEA procedure is currently ongoing.The SUMPS includes two groups of measures:-the actions already included in the programs of the Administrations - base scenario-the new actions defined within the SUMP - Plan ScenarioThe present action (this row, just to be clear, includes all the actions of the Plan scenario, that is:- reorganisation, further development and improvement of the public transport service-works and policies to favoure cycle mobility- policies aimed at governing private mobility: parking pricing policies, low emission zones, new parking areas in correspondence of public transport terminals, further development of shared mobility services (bike and car sharing one way free parking)-city logistic policies (some projects are already in progress ""smart Delivery"" (platforms to collect products purchased on line) and FR-EVUE (electric fright transport vehicles)"	CDP			31173	1011	
Milano	Italy	Europe	Other		Other		2017	"This action consist in separated waste collection.Currently in Milan the following wastes cathegories are collected separately and sent to recycling facilities (with the exception of organic fraction which is sent to a anaerobic digestion plant):-paper and cardboard-plastic-metal-glass-wood-WEEE(waste from Electric and Electronic equipment-light bulbs-batteries- tyresThis action consists in promoting the reduction of per capita waste production, promoting reuse and maximising the fraction of separated waste collection"	CDP			31173	523	
Milano	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	"This action consist in the use of the waste to energy plant to produce both power and heat, that is distributed through the district heating network"	CDP			31173	148	
Milano	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	This action consists in exploiting the water withdrown from the existing wells used to control groundwater level (that risks to raise too much) to produce heat by using groundwater heat pumps	CDP			31173	191	
Milano	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	This action consists in the development of the district heating service.A district heating network is already present in Milan and its served by various sources:heat and power gas plantsgroundwater heat pumpswaste to energy plantgas boilersThis actions consist in the extension of the existing network in order to double the heat supply both by using the existing plants and by seeking  new available sources (heat waste from industries or existing power plants)	CDP			31173	462	
Milano	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	this action consists in the use of air cooled reversible heat pumps for commercial building heating and cooling. This kind of technology is already incentivised through the infrastructure charge reduction and through the new building code	CDP			31173	238	
Milano	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	This actions consist in the exploitation of purified  wastewater coming fron the treatment plant and drinking water at pumping stations to produce heat with groundwater heat pumps	CDP			31173	179	
Milano	Italy	Europe	Outdoor Lighting		LED / CFL / other luminaire technologies		2017	This actions consists in the complete substitions of the existing lamps and traffic lights with LED lights	CDP			31173	106	
Milano	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	This actions consists in the promotion of the installation of solar Thermal and PV panels on private buildings	CDP			31173	110	
Padova	Italy	Europe	Buildings		On-site renewable energy generation		2017	51318Building incentives and installation of photovoltaic and solar heating systems in private and commercial buildings; installation of large photovoltaic systems at industrial sites	CDP			36494	183	
Milano	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"Within this table we decided to report the actions of our SEAP, so they are actually clusters of actions that do not fit exactly with the categories reported in the column ""emission rediction activity/action""and ""lever"". We are not going to separate the single actions as CO2 emission reduction is calculated on the whole cluster. Skipping to the present row this action regards the promotion of energy efficiency in the private residential sectors and includes:- increasing and enlarging the activities of the energy help desk by increasing the availability of the energy experts and by organising more events, training courses, initiatives-a second phase of the initiative ""Patti Chiari per l'Efficienza Energetica"" with the objective to elaborate standard tools: audit protocols, standard contracts etc"	CDP			31173	805	
Padova	Italy	Europe	Mass Transit		"Improve bus infrastructure, services, and operations"		2017	Improvement of the railway infrastructure at the global freight transportation centre (Interporto Padova): realization of a new freight terminal	CDP			36494	144	
Padova	Italy	Europe	Private Transport		Awareness and education for non motorized transport		2017	"Information campaigns about sustainable transportation, support of home-office work and other activities to combat urban private vehicle traffic and improve sustainable mobility"	CDP			36494	177	
Padova	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	Installation of high-efficiency district heating produced by cogeneration plants	CDP			36494	80	
Milano	Italy	Europe	Buildings		Building codes and standards		2017	"Within this table we decided to report the actions of our SEAP, so they are actually clusters of actions that do not fit exactly with the categories reported in the column ""emission reduction activity/action""and ""lever"". We are not going to separate the single actions as CO2 emission reduction is calculated on the whole cluster. Skipping to the present row, this action regards private buildings both residential and with other functions (tertiary, hospitals, schools, commercial)Variuos specific action are included:- a reduction of infrastructure charges for buildings that respect specific energy requirements-the new building code that set minimum energy performance criteria and sustainability criteria and grant volumetric incentives for buildings that respect more requiring criteria- the energy help desk: the Administration activated an information service: energy experts are available according to a fixed schedule in a institutional site in the city center to provide information concerning energy efficiency and renewable energy sources (feasible interventions, available incentives, etc-""Patti Chiari per l'efficienza"" an initiatives that collect together all the Actors involved in the process of the energy retrofit of buildings: the municipalities, the local utility, building companies associations and networks, environmental organizations, financial institutions, etc"	CDP			31173	1389	
Milano	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"Within this table we decided to report the actions of our SEAP, so they are actually clusters of actions that do not fit exactly with the categories reported in the columns ""emission rediction activity/action""and ""lever"". We are not going to separate the single actions as CO2 emission reduction is calculated on the whole cluster. Skipping to the present row this action regards the promotion of energy efficiency in the tertiary sector: with the word tertiary we mean all the stationary uses that are not included in the residential sector e.g. commercial, directional, health care, educational, SMEs. This action includes:-a new initiative ""Patti Chiari per l'Efficienza Energetica"" dedicated to the tertiary Sector-Voluntary agreements between the Municipality and Trade Associations aimed at promoting energy efficiency in the activities of their associates-regulation and incentives(e.g. green marketing initiatives"")"	CDP			31173	923	
Monza	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	Activity of energetic efficiency of public buildingsReplacing of the existing lighting plants with lamps with regulated luminous flux according to natural lightWork on facades and windows of the buildings	CDP			36484	204	
Monza	Italy	Europe	Energy Supply		Optimize traditional power/ energy production		2017	"Electric and thermal energy consumption reduction of private sectorSubstitution and innovation of heating and cooling systemImprovement in lighting systemsWork on casings, walls and roofs"	CDP			36484	187	
Monza	Italy	Europe	Energy Supply		Optimize traditional power/ energy production		2017	Local production of electric energy Installation of photovoltaic plants in residential buildings	CDP			36484	96	
Monza	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	Production of energy from renewable energyDistrict heating North Area of Monza’s Municipality	CDP			36484	93	
Monza	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	Production of energy from renewable energyInstallation and start of hydroelectric plants on The Villoresi Channel and on the Lambro River	CDP			36484	137	
Monza	Italy	Europe	Finance and Economic Development		Developing the green economy		2017	Public PurchasingGPP Green Public Procurement	CDP			36484	45	
Monza	Italy	Europe	Buildings		On-site renewable energy generation		2017	PV manufacturing sectorInstallation of photovoltaic plants in industrial buildings	CDP			36484	82	
Monza	Italy	Europe	Buildings		On-site renewable energy generation		2017	PV public sectorInstallation of photovoltaic panels in public buildings	CDP			36484	71	
Monza	Italy	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	Sustainable mobilityAdoption of low-emission cars and electric cars	CDP			36484	67	
Monza	Italy	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	TransportAdoption of biofuels for private and commercial vehicles	CDP			36484	65	
Monza	Italy	Europe	Private Transport		Transportation demand management		2017	"TransportBike – Sharing, Car sharing, implementation of new cycle routes and of walking buses for scholars"	CDP			36484	106	
Padova	Italy	Europe	Waste		Waste prevention policies and programs		2017	Campaigns and activities in order to reduce waste and improve differentiated collection	CDP			36494	87	
Padova	Italy	Europe	Energy Supply		Transmission and distribution loss reduction		2017	Energetic recovery and production of electric energy: realization of a biodigestor for organic waste; revamping of the turboexpansion	CDP			36494	133	
Padova	Italy	Europe	Private Transport		Improve the efficiency of freight systems		2017	Environmental education and school challenges for low emission school ways combined with higher security on school ways	CDP			36494	119	
Padova	Italy	Europe	Mass Transit		"Improve rail, metro, and tram infrastructure, services and operations"		2017	"mprovement of the public transportation system in the city: construction of 4 tramway lines in the city of Padua (the first line of 10 km length has already been realized), substitution of urban buses with methane-driven buses, realization of improvements in the railway system"	CDP			36494	277	
Padova	Italy	Europe	Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2017	Planting of new trees and creation of urban green areas	CDP			36494	55	
Parma	Italy	Europe	Buildings		Carbon emissions reduction from industry		2017	Promote ISO 50001 certification with the local business system	CDP			36492	62	
Parma	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	Sustainable Condominium project and affordable housing loan for energy efficiency projects in residential construction	CDP			36492	118	
Parma	Italy	Europe	Energy Supply		Smart grid		2017	To promote its development both for the public lighting network of the municipality and for the general electricity grid	CDP			36492	120	
Ravenna	Italy	Europe	Energy Supply		Transmission and distribution loss reduction		2017	Application of European Directive 2012/77/UE about energy efficiency	CDP			36263	68	
Ravenna	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	energy recovery of the thermal load of the combustion fumes petrochemical plant	CDP			36263	79	
Ravenna	Italy	Europe	Buildings		Building codes and standards		2017	Implementation of new rules in the Urban Buildings Regulation Code in order to improve and facilitate building energy efficiency	CDP			36263	128	
Ravenna	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"Improvment of the energy efficiency of public residential buildings, including European funded project FIESTA (Families Intelligent Energy Saving Targeted Action)"	CDP			36263	162	
Ravenna	Italy	Europe	Water		Wastewater to energy initiatives		2017	Improvment of wastewater treatment plants	CDP			36263	41	
Ravenna	Italy	Europe	Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2017	"measures to improve transformation of motorized vehicles to low-emission fuels (LGP, Methan, Electric)"	CDP			36263	102	
Ravenna	Italy	Europe	Water		Water metering and billing		2017	Online billing for water and waste services	CDP			36263	43	
Ravenna	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	"Photovoltaic power plants, aeolic plants, other renewable energy sources plants"	CDP			36263	79	
Ravenna	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	Pilot plan of upgrading process of  biogas obtained from wastewater treatment plants or waste disposals	CDP			36263	103	
Ravenna	Italy	Europe	Community-Scale Development		Brownfield redevelopment programs		2017	Redevelopment plan of the former industrial dock area with energy efficiency and public green criteria.	CDP			36263	103	
Ravenna	Italy	Europe	Waste		Recyclables and organics separation from other waste		2017	"Reduction of not recyclables wastes and improvment of reause of secondary raw materials from wastes, including awareness campaigns"	CDP			36263	130	
Ravenna	Italy	Europe	Mass Transit		"Improve bus infrastructure, services, and operations"		2017	"Series of policies and measures included in the General Plan for Urban Traffic aimed at improving public transport e.g. car parking pricing policy, improvement of services to facilitate access to blind people, transport of bicycles on buses, new bus lines)"	CDP			36263	256	
Ravenna	Italy	Europe	Private Transport		Transportation demand management		2017	"Sustainable Mobility Plan - Bicycle and pedestrian mobility Plans, Parking plan"	CDP			36263	79	
Torino	Italy	Europe	Energy Supply		Smart grid		2017	Actions involving citizens only partially valued in terms of reduction of CO2 emissions	CDP			35886	87	
Torino	Italy	Europe	Finance and Economic Development		Developing the green economy		2017	GPP	CDP			35886	3	
Torino	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	Improving energy performance of commercial and service buildings	CDP			35886	64	
Torino	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	Improving energy performance of municipal buildings	CDP			35886	51	
Torino	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	"Production of biogas from municipal waste, Electricity production from solar photovoltaic activated by ""Energy Bill"""	CDP			35886	116	
Torino	Italy	Europe	Outdoor Lighting		LED / CFL / other luminaire technologies		2017	"Replacement of mercury vapor lamps with high efficient lamps, Adoption of LED lamps."	CDP			35886	84	
Torino	Italy	Europe	Other		Other		2017	Shifting modal split in transport sector	CDP			35886	40	
Udine	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	#NAME?	CDP			36518	#NAME?	
Udine	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	demolition and reconstruction of private buildingas with high efficiency  standards	CDP			36518	83	
Udine	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	Development of Combined Heat and power plants and district heating networks	CDP			36518	75	
Udine	Italy	Europe	Energy Supply		Low or zero carbon energy supply generation		2017	Installation of Large photovoltaic plants	CDP			36518	41	
Venezia	Italy	Europe	Buildings		Energy efficiency/ retrofit measures		2017	"this action represents the whole FREE (energy efficiency and renewable energy sources) actions package within the Venice SEAP. these actions mostly include energy refurbishment, RES installation in private commercial buildings owned by local entities or locak stakeholders like universities, port, airport, local health unit etc..."	CDP			36254	331	
Venezia	Italy	Europe	Outdoor Lighting		LED / CFL / other luminaire technologies		2017	"this action represents the whole LIVE (energy efficiency in public lighting) actions package within the Venice SEAP. these actions are aimed ate reducing public lighting energy consumption by retrofitting with LED system, installing remote control and LED traffic lights."	CDP			36254	271	
Venezia	Italy	Europe	Private Transport		Transportation demand management		2017	"this action represents the whole MOVE(sustainable mobility and transports) actions package within the Venice SEAP. These actions are about new TramWay, local railways, mobility management, bike lanes, bike and car sharing, road pricing, electrical mobility, engines retrofit for public buses and boats."	CDP			36254	302	
Venezia	Italy	Europe	Buildings		Building codes and standards		2017	this action represents the whole PURE (urban planning and building codes) actions package within the Venice SEAP. Those actions are led by the City Municipality but they are aimed at reducing energy related GHG emissions by the Whole community.	CDP			36254	244	
Chennai	India	South and West Asia	Mass Transit		"Improve bus infrastructure, services, and operations"		2017		CDP			35905	0	
Chennai	India	South and West Asia	Mass Transit		"Improve rail, metro, and tram infrastructure, services and operations"		2017		CDP			35905	0	
